conversation_key,conversation_label,story_group,chapter_code,chapter_label,family,family_display,category,subcategory,line_count,non_empty_line_count,scene_count,speaker_keys,speaker_labels
mjordin_boss_5150,boss_5150,Mjordin,5150,Mjordin 5150,mjordin,Mjordin,Scene Dialogue,Mjordin,10,2,3,Enemy 00; NPC 00; Player,Enemy 00; NPC 00; Player
mjordin_boss_5200,boss_5200,Mjordin,5200,Mjordin 5200,mjordin,Mjordin,Scene Dialogue,Mjordin,9,4,3,Enemy 00; NPC 00; Player,Enemy 00; NPC 00; Player
mjordin_boss_5250,boss_5250,Mjordin,5250,Mjordin 5250,mjordin,Mjordin,Scene Dialogue,Mjordin,13,6,3,Enemy 00; NPC 00; Player,Enemy 00; NPC 00; Player
mjordin_boss_5300,boss_5300,Mjordin,5300,Mjordin 5300,mjordin,Mjordin,Scene Dialogue,Mjordin,7,4,3,Enemy 00; NPC 00; Player,Enemy 00; NPC 00; Player
mjordin_boss_5350,boss_5350,Mjordin,5350,Mjordin 5350,mjordin,Mjordin,Scene Dialogue,Mjordin,9,6,3,Enemy 00; NPC 01; Player,Enemy 00; NPC 01; Player
mjordin_boss_5400,boss_5400,Mjordin,5400,Mjordin 5400,mjordin,Mjordin,Scene Dialogue,Mjordin,4,2,2,NPC 01; Player,NPC 01; Player
mjordin_boss_5450,boss_5450,Mjordin,5450,Mjordin 5450,mjordin,Mjordin,Scene Dialogue,Mjordin,4,2,2,Enemy 00; Player,Enemy 00; Player
mjordin_boss_5900,boss_5900,Mjordin,5900,Mjordin 5900,mjordin,Mjordin,Scene Dialogue,Mjordin,11,5,3,Enemy 00; NPC 00; Player,Enemy 00; NPC 00; Player
mjordin_boss_6000,boss_6000,Mjordin,6000,Mjordin 6000,mjordin,Mjordin,Scene Dialogue,Mjordin,31,16,5,Enemy 01; NPC 00; NPC 01; Narration; Player,Enemy 01; NPC 00; NPC 01; Narration; Player
mjordin_boss_9000,boss_9000,Mjordin,9000,Mjordin 9000,mjordin,Mjordin,Scene Dialogue,Mjordin,56,26,5,Boss 00; Boss 01; Global Game Track; NPC 00; Player,Boss 00; Boss 01; Global Game Track; NPC 00; Player
norhernwarrior_9000,9000,Norhernwarrior,9000,Norhernwarrior 9000,norhernwarrior,Norhernwarrior,Scene Dialogue,Norhernwarrior,6,6,1,Boss 00,Boss 00
northernwarrior_bossencounter_ambush,bossencounter_ambush,Northernwarrior,,Northernwarrior,northernwarrior,Northernwarrior,Scene Dialogue,Northernwarrior,10,10,2,Boss 00; Global Game Track,Boss 00; Global Game Track
northernwarrior_bossencounter_stand,bossencounter_stand,Northernwarrior,,Northernwarrior,northernwarrior,Northernwarrior,Scene Dialogue,Northernwarrior,8,8,1,Boss 00,Boss 00
odeck_witch_0150,witch_0150,Odeck,0150,Odeck 0150,odeck,Odeck,Scene Dialogue,Odeck,29,28,2,NPC 00; Player,NPC 00; Player
odeck_witch_0150_02,witch_0150_02,Odeck,0150,Odeck 0150,odeck,Odeck,Scene Dialogue,Odeck,1,1,1,NPC 00,NPC 00
odeck_witch_1610,witch_1610,Odeck,1610,Odeck 1610,odeck,Odeck,Scene Dialogue,Odeck,1,1,1,NPC 00,NPC 00
okuro_boss_00,boss_00,Okuro,00,Okuro 00,okuro,Okuro,Scene Dialogue,Okuro,11,4,3,Narration; Player; the forgotten general,Narration; Player; the forgotten general
orcumer_boss_1100,boss_1100,Orcumer,1100,Orcumer 1100,orcumer,Orcumer,Scene Dialogue,Orcumer,14,13,2,NPC 00; Player,NPC 00; Player
orcumer_boss_1200,boss_1200,Orcumer,1200,Orcumer 1200,orcumer,Orcumer,Scene Dialogue,Orcumer,14,13,2,NPC 00; Player,NPC 00; Player
orcumer_boss_1300,boss_1300,Orcumer,1300,Orcumer 1300,orcumer,Orcumer,Scene Dialogue,Orcumer,21,18,2,NPC 00; Player,NPC 00; Player
orcumer_boss_1400,boss_1400,Orcumer,1400,Orcumer 1400,orcumer,Orcumer,Scene Dialogue,Orcumer,4,4,1,Narration,Narration
orcumer_boss_9000,boss_9000,Orcumer,9000,Orcumer 9000,orcumer,Orcumer,Scene Dialogue,Orcumer,31,20,5,Boss 00; Enemy 00; Global Game Track; Narration; Player,Boss 00; Enemy 00; Global Game Track; Narration; Player
outlawvillag_1010,1010,Outlawvillag,1010,Outlawvillag 1010,outlawvillag,Outlawvillag,Scene Dialogue,Outlawvillag,4,4,1,NPC,NPC
pailoon_2500,2500,Pailoon,2500,Pailoon 2500,pailoon,Pailoon,Scene Dialogue,Pailoon,3,3,2,Enemy 00; NPC 00,Enemy 00; NPC 00
pailoon_2502,2502,Pailoon,2502,Pailoon 2502,pailoon,Pailoon,Scene Dialogue,Pailoon,13,13,3,Enemy 00; NPC 00; NPC 01,Enemy 00; NPC 00; NPC 01
pailoon_2504,2504,Pailoon,2504,Pailoon 2504,pailoon,Pailoon,Scene Dialogue,Pailoon,8,8,3,Enemy 00; NPC 00; NPC 01,Enemy 00; NPC 00; NPC 01
pailoon_2505,2505,Pailoon,2505,Pailoon 2505,pailoon,Pailoon,Scene Dialogue,Pailoon,14,14,2,Enemy 00; NPC 00,Enemy 00; NPC 00
pailoon_2506,2506,Pailoon,2506,Pailoon 2506,pailoon,Pailoon,Scene Dialogue,Pailoon,10,10,3,Enemy 00; NPC 00; NPC 01,Enemy 00; NPC 00; NPC 01
penance_lake_9000,lake_9000,Penance,9000,Penance 9000,penance,Penance,Scene Dialogue,Penance,12,12,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
praevus_bossencounter_ambush,bossencounter_ambush,Praevus,,Praevus,praevus,Praevus,Scene Dialogue,Praevus,8,8,1,Boss 00,Boss 00
primus_bossencounter_ambush,bossencounter_ambush,Primus,,Primus,primus,Primus,Scene Dialogue,Primus,8,8,2,Boss 00; Global Game Track,Boss 00; Global Game Track
priscus_bossencounter_ambush,bossencounter_ambush,Priscus,,Priscus,priscus,Priscus,Scene Dialogue,Priscus,8,8,1,Boss 00,Boss 00
quest_node_kwe_skoghornvillage_0100,node_kwe_skoghornvillage_0100,Quest,0100,Quest 0100,quest,Quest,Scene Dialogue,Quest,38,33,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
ragingtempest_9000,9000,Ragingtempest,9000,Ragingtempest 9000,ragingtempest,Ragingtempest,Scene Dialogue,Ragingtempest,7,6,1,Boss 00,Boss 00
red_barrier_9900_01,barrier_9900_01,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,6,6,1,NPC 00,NPC 00
red_barrier_9900_02,barrier_9900_02,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,2,2,1,NPC 00,NPC 00
red_barrier_9900_03,barrier_9900_03,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,6,6,1,NPC 00,NPC 00
red_barrier_9900_04,barrier_9900_04,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,4,4,1,NPC 00,NPC 00
red_barrier_9900_05,barrier_9900_05,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,5,5,1,NPC 00,NPC 00
red_barrier_9900_06,barrier_9900_06,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,4,4,1,NPC 00,NPC 00
red_barrier_9900_07,barrier_9900_07,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,3,3,1,NPC 00,NPC 00
red_barrier_9900_08,barrier_9900_08,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,7,7,1,NPC 00,NPC 00
red_barrier_9900_09,barrier_9900_09,Red,9900,Red 9900,red,Red,Scene Dialogue,Red,6,6,1,NPC 00,NPC 00
redfox_forest_0400,forest_0400,Redfox,0400,Redfox 0400,redfox,Redfox,Scene Dialogue,Redfox,45,37,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
redfox_forest_9000,forest_9000,Redfox,9000,Redfox 9000,redfox,Redfox,Scene Dialogue,Redfox,24,17,3,NPC 00; Narration; Player,NPC 00; Narration; Player
redfox_forest_9100,forest_9100,Redfox,9100,Redfox 9100,redfox,Redfox,Scene Dialogue,Redfox,1,1,1,Player,Player
redwindtradingassociation_0200,0200,Redwindtradingassociation,0200,Redwindtradingassociation 0200,redwindtradingassociation,Redwindtradingassociation,Scene Dialogue,Redwindtradingassociation,9,9,1,NPC 00,NPC 00
redwindtradingassociation_0300,0300,Redwindtradingassociation,0300,Redwindtradingassociation 0300,redwindtradingassociation,Redwindtradingassociation,Scene Dialogue,Redwindtradingassociation,17,17,1,NPC 00,NPC 00
redwindtradingassociation_0400,0400,Redwindtradingassociation,0400,Redwindtradingassociation 0400,redwindtradingassociation,Redwindtradingassociation,Scene Dialogue,Redwindtradingassociation,37,37,2,Global Game Track; NPC 00,Global Game Track; NPC 00
reeddevil_boss_2400,boss_2400,Reeddevil,2400,Reeddevil 2400,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,15,15,2,NPC 00; Player,NPC 00; Player
reeddevil_boss_2700,boss_2700,Reeddevil,2700,Reeddevil 2700,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,3,3,2,Enemy 00; Player,Enemy 00; Player
reeddevil_boss_2720,boss_2720,Reeddevil,2720,Reeddevil 2720,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,12,9,2,NPC 00; Player,NPC 00; Player
reeddevil_boss_2800,boss_2800,Reeddevil,2800,Reeddevil 2800,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,54,51,4,NPC 00; NPC 01; NPC 02; Player,NPC 00; NPC 01; NPC 02; Player
reeddevil_boss_3400,boss_3400,Reeddevil,3400,Reeddevil 3400,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,28,20,3,Boss 00; NPC 00; Player,Boss 00; NPC 00; Player
reeddevil_boss_3500,boss_3500,Reeddevil,3500,Reeddevil 3500,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,13,13,2,NPC 00; Player,NPC 00; Player
reeddevil_boss_3600,boss_3600,Reeddevil,3600,Reeddevil 3600,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,2,2,1,NPC 00,NPC 00
reeddevil_boss_3900,boss_3900,Reeddevil,3900,Reeddevil 3900,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,1,1,1,Enemy 00,Enemy 00
reeddevil_boss_3910,boss_3910,Reeddevil,3910,Reeddevil 3910,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,1,1,1,Enemy 00,Enemy 00
reeddevil_boss_3920,boss_3920,Reeddevil,3920,Reeddevil 3920,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,1,1,1,Enemy 00,Enemy 00
reeddevil_boss_3940,boss_3940,Reeddevil,3940,Reeddevil 3940,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,1,1,1,Enemy 00,Enemy 00
reeddevil_boss_3950,boss_3950,Reeddevil,3950,Reeddevil 3950,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,1,1,1,Enemy 00,Enemy 00
reeddevil_boss_3960,boss_3960,Reeddevil,3960,Reeddevil 3960,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,1,1,1,Enemy 00,Enemy 00
reeddevil_boss_5400,boss_5400,Reeddevil,5400,Reeddevil 5400,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,53,39,6,Enemy 00; NPC 00; NPC 01; NPC 02; Narration; Player,Enemy 00; NPC 00; NPC 01; NPC 02; Narration; Player
reeddevil_boss_5700,boss_5700,Reeddevil,5700,Reeddevil 5700,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,40,38,5,BOSS; NPC 00; NPC 01; Narration; Player,BOSS; NPC 00; NPC 01; Narration; Player
reeddevil_boss_9000,boss_9000,Reeddevil,9000,Reeddevil 9000,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,63,33,5,Boss 00; Boss 01; Global Game Track; Narration; Player,Boss 00; Boss 01; Global Game Track; Narration; Player
reeddevil_boss_9000_06,boss_9000_06,Reeddevil,9000,Reeddevil 9000,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,4,3,2,Boss 00; Player,Boss 00; Player
reeddevil_bossencounter_ambush,bossencounter_ambush,Reeddevil,,Reeddevil,reeddevil,Reeddevil,Scene Dialogue,Reeddevil,13,13,2,Boss 00; Global Game Track,Boss 00; Global Game Track
riventainmonastery_0700,0700,Riventainmonastery,0700,Riventainmonastery 0700,riventainmonastery,Riventainmonastery,Scene Dialogue,Riventainmonastery,9,9,1,NPC 00,NPC 00
rumsxo_village_2800_02,village_2800_02,Rumsxo,2800,Rumsxo 2800,rumsxo,Rumsxo,Scene Dialogue,Rumsxo,12,12,2,NPC 00; Player,NPC 00; Player
rumsxo_village_9000,village_9000,Rumsxo,9000,Rumsxo 9000,rumsxo,Rumsxo,Scene Dialogue,Rumsxo,11,11,3,Boss 00; Narration; Player,Boss 00; Narration; Player
samuel_9000,9000,Samuel,9000,Samuel 9000,samuel,Samuel,Scene Dialogue,Samuel,14,10,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
samuel_bossencounter_ambush,bossencounter_ambush,Samuel,,Samuel,samuel,Samuel,Scene Dialogue,Samuel,8,8,1,Boss 00,Boss 00
senia_village_9000,village_9000,Senia,9000,Senia 9000,senia,Senia,Scene Dialogue,Senia,11,11,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
shaipresent_0100,0100,Shaipresent,0100,Shaipresent 0100,shaipresent,Shaipresent,Scene Dialogue,Shaipresent,9,9,1,NPC 00,NPC 00
shipgrave_sea_0800,sea_0800,Shipgrave,0800,Shipgrave 0800,shipgrave,Shipgrave,Scene Dialogue,Shipgrave,9,9,1,NPC 00,NPC 00
shipgrave_sea_1000_02,sea_1000_02,Shipgrave,1000,Shipgrave 1000,shipgrave,Shipgrave,Scene Dialogue,Shipgrave,6,6,1,NPC,NPC
shipgrave_sea_1600,sea_1600,Shipgrave,1600,Shipgrave 1600,shipgrave,Shipgrave,Scene Dialogue,Shipgrave,7,7,1,NPC,NPC
shipgrave_sea_1700,sea_1700,Shipgrave,1700,Shipgrave 1700,shipgrave,Shipgrave,Scene Dialogue,Shipgrave,3,3,1,NPC,NPC
shipgrave_sea_1800,sea_1800,Shipgrave,1800,Shipgrave 1800,shipgrave,Shipgrave,Scene Dialogue,Shipgrave,7,7,2,NPC 00; Player,NPC 00; Player
shipgrave_sea_2200,sea_2200,Shipgrave,2200,Shipgrave 2200,shipgrave,Shipgrave,Scene Dialogue,Shipgrave,12,10,2,NPC 00; Player,NPC 00; Player
shipgrave_sea_3000,sea_3000,Shipgrave,3000,Shipgrave 3000,shipgrave,Shipgrave,Scene Dialogue,Shipgrave,26,25,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
shipgrave_sea_3000_day2,sea_3000_day2,Shipgrave,3000,Shipgrave 3000,shipgrave,Shipgrave,Scene Dialogue,Shipgrave,1,1,1,Global Game Track,Global Game Track
silenthulkingkoo_9000,9000,Silenthulkingkoo,9000,Silenthulkingkoo 9000,silenthulkingkoo,Silenthulkingkoo,Scene Dialogue,Silenthulkingkoo,13,11,3,Boss 00; Global Game Track; Narration,Boss 00; Global Game Track; Narration
silver_armor_boss_0010,armor_boss_0010,Silver,0010,Silver 0010,silver,Silver,Scene Dialogue,Silver,7,3,1,NPC 00,NPC 00
silver_armor_boss_0100,armor_boss_0100,Silver,0100,Silver 0100,silver,Silver,Scene Dialogue,Silver,45,39,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_0200,armor_boss_0200,Silver,0200,Silver 0200,silver,Silver,Scene Dialogue,Silver,36,34,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_0200_01,armor_boss_0200_01,Silver,0200,Silver 0200,silver,Silver,Scene Dialogue,Silver,9,7,1,NPC 00,NPC 00
silver_armor_boss_0300,armor_boss_0300,Silver,0300,Silver 0300,silver,Silver,Scene Dialogue,Silver,56,54,5,Global Game Track; NPC 00; NPC 01; NPC 02; Player,Global Game Track; NPC 00; NPC 01; NPC 02; Player
silver_armor_boss_0301,armor_boss_0301,Silver,0301,Silver 0301,silver,Silver,Scene Dialogue,Silver,10,10,3,Enemy 00; NPC 00; Player,Enemy 00; NPC 00; Player
silver_armor_boss_0305,armor_boss_0305,Silver,0305,Silver 0305,silver,Silver,Scene Dialogue,Silver,13,13,3,Global Game Track; NPC 00; Player,Global Game Track; NPC 00; Player
silver_armor_boss_0310,armor_boss_0310,Silver,0310,Silver 0310,silver,Silver,Scene Dialogue,Silver,38,37,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_0910,armor_boss_0910,Silver,0910,Silver 0910,silver,Silver,Scene Dialogue,Silver,20,19,3,Global Game Track; NPC 00; Player,Global Game Track; NPC 00; Player
silver_armor_boss_0911_01,armor_boss_0911_01,Silver,0911,Silver 0911,silver,Silver,Scene Dialogue,Silver,1,1,1,NPC 00,NPC 00
silver_armor_boss_1400,armor_boss_1400,Silver,1400,Silver 1400,silver,Silver,Scene Dialogue,Silver,14,14,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_1600,armor_boss_1600,Silver,1600,Silver 1600,silver,Silver,Scene Dialogue,Silver,10,10,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_2050,armor_boss_2050,Silver,2050,Silver 2050,silver,Silver,Scene Dialogue,Silver,7,7,2,NPC 00; NPC 01,NPC 00; NPC 01
silver_armor_boss_2051,armor_boss_2051,Silver,2051,Silver 2051,silver,Silver,Scene Dialogue,Silver,2,2,1,Player,Player
silver_armor_boss_3100,armor_boss_3100,Silver,3100,Silver 3100,silver,Silver,Scene Dialogue,Silver,13,10,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_3200,armor_boss_3200,Silver,3200,Silver 3200,silver,Silver,Scene Dialogue,Silver,31,30,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_3300,armor_boss_3300,Silver,3300,Silver 3300,silver,Silver,Scene Dialogue,Silver,13,13,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_3400,armor_boss_3400,Silver,3400,Silver 3400,silver,Silver,Scene Dialogue,Silver,12,12,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_4100,armor_boss_4100,Silver,4100,Silver 4100,silver,Silver,Scene Dialogue,Silver,1,1,1,NPC 00,NPC 00
silver_armor_boss_5200_01,armor_boss_5200_01,Silver,5200,Silver 5200,silver,Silver,Scene Dialogue,Silver,5,3,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_5200_02,armor_boss_5200_02,Silver,5200,Silver 5200,silver,Silver,Scene Dialogue,Silver,17,13,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_5200_04,armor_boss_5200_04,Silver,5200,Silver 5200,silver,Silver,Scene Dialogue,Silver,3,2,3,Enemy 00; NPC 00; Player,Enemy 00; NPC 00; Player
silver_armor_boss_5300_02,armor_boss_5300_02,Silver,5300,Silver 5300,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_5300_03,armor_boss_5300_03,Silver,5300,Silver 5300,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_5300_04,armor_boss_5300_04,Silver,5300,Silver 5300,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_5700_01,armor_boss_5700_01,Silver,5700,Silver 5700,silver,Silver,Scene Dialogue,Silver,2,1,2,Enemy 00; Player,Enemy 00; Player
silver_armor_boss_5900,armor_boss_5900,Silver,5900,Silver 5900,silver,Silver,Scene Dialogue,Silver,3,0,2,NPC 01; Player,NPC 01; Player
silver_armor_boss_6000,armor_boss_6000,Silver,6000,Silver 6000,silver,Silver,Scene Dialogue,Silver,4,0,2,NPC 01; Player,NPC 01; Player
silver_armor_boss_6300,armor_boss_6300,Silver,6300,Silver 6300,silver,Silver,Scene Dialogue,Silver,14,8,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_6500,armor_boss_6500,Silver,6500,Silver 6500,silver,Silver,Scene Dialogue,Silver,13,12,4,NPC 00; NPC 01; NPC 02; Player,NPC 00; NPC 01; NPC 02; Player
silver_armor_boss_6700,armor_boss_6700,Silver,6700,Silver 6700,silver,Silver,Scene Dialogue,Silver,2,2,1,NPC 00,NPC 00
silver_armor_boss_6800,armor_boss_6800,Silver,6800,Silver 6800,silver,Silver,Scene Dialogue,Silver,34,34,2,Global Game Track; NPC 00,Global Game Track; NPC 00
silver_armor_boss_7000,armor_boss_7000,Silver,7000,Silver 7000,silver,Silver,Scene Dialogue,Silver,20,11,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_7010,armor_boss_7010,Silver,7010,Silver 7010,silver,Silver,Scene Dialogue,Silver,1,1,1,NPC 00,NPC 00
silver_armor_boss_8000_01,armor_boss_8000_01,Silver,8000,Silver 8000,silver,Silver,Scene Dialogue,Silver,9,5,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_8010,armor_boss_8010,Silver,8010,Silver 8010,silver,Silver,Scene Dialogue,Silver,4,4,1,Global Game Track,Global Game Track
silver_armor_boss_8100,armor_boss_8100,Silver,8100,Silver 8100,silver,Silver,Scene Dialogue,Silver,1,1,1,Narration,Narration
silver_armor_boss_8400_01,armor_boss_8400_01,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8400_02,armor_boss_8400_02,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_03,armor_boss_8400_03,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_04,armor_boss_8400_04,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_05,armor_boss_8400_05,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_06,armor_boss_8400_06,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_07,armor_boss_8400_07,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_08,armor_boss_8400_08,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_09,armor_boss_8400_09,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_10,armor_boss_8400_10,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8400_11,armor_boss_8400_11,Silver,8400,Silver 8400,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8600_01,armor_boss_8600_01,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8600_02,armor_boss_8600_02,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8600_03,armor_boss_8600_03,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8600_04,armor_boss_8600_04,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8600_05,armor_boss_8600_05,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8600_06,armor_boss_8600_06,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8600_07,armor_boss_8600_07,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8600_08,armor_boss_8600_08,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8600_11,armor_boss_8600_11,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8600_12,armor_boss_8600_12,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8600_13,armor_boss_8600_13,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8600_14,armor_boss_8600_14,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8600_15,armor_boss_8600_15,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_8600_16,armor_boss_8600_16,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_8600_17,armor_boss_8600_17,Silver,8600,Silver 8600,silver,Silver,Scene Dialogue,Silver,1,1,1,Enemy 00,Enemy 00
silver_armor_boss_9000,armor_boss_9000,Silver,9000,Silver 9000,silver,Silver,Scene Dialogue,Silver,13,8,3,Boss 00; Global Game Track; Player,Boss 00; Global Game Track; Player
silver_armor_boss_9000_01,armor_boss_9000_01,Silver,9000,Silver 9000,silver,Silver,Scene Dialogue,Silver,11,9,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_9000_02,armor_boss_9000_02,Silver,9000,Silver 9000,silver,Silver,Scene Dialogue,Silver,14,8,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_9000_04,armor_boss_9000_04,Silver,9000,Silver 9000,silver,Silver,Scene Dialogue,Silver,2,2,1,Enemy 00,Enemy 00
silver_armor_boss_9000_06,armor_boss_9000_06,Silver,9000,Silver 9000,silver,Silver,Scene Dialogue,Silver,3,2,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_9100,armor_boss_9100,Silver,9100,Silver 9100,silver,Silver,Scene Dialogue,Silver,22,18,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silver_armor_boss_9400,armor_boss_9400,Silver,9400,Silver 9400,silver,Silver,Scene Dialogue,Silver,10,10,2,NPC 00; Player,NPC 00; Player
silver_armor_boss_310000,armor_boss_310000,Silver,310000,Silver 310000,silver,Silver,Scene Dialogue,Silver,1,1,1,NPC 00,NPC 00
silverwolf_mountain_2900,mountain_2900,Silverwolf,2900,Silverwolf 2900,silverwolf,Silverwolf,Scene Dialogue,Silverwolf,22,19,3,NPC 00; NPC 01; Player,NPC 00; NPC 01; Player
silverwolf_mountain_2950,mountain_2950,Silverwolf,2950,Silverwolf 2950,silverwolf,Silverwolf,Scene Dialogue,Silverwolf,17,13,2,NPC 00; Player,NPC 00; Player
silverwolf_mountain_2950_01,mountain_2950_01,Silverwolf,2950,Silverwolf 2950,silverwolf,Silverwolf,Scene Dialogue,Silverwolf,1,1,1,Enemy 00,Enemy 00
silverwolf_mountain_2950_02,mountain_2950_02,Silverwolf,2950,Silverwolf 2950,silverwolf,Silverwolf,Scene Dialogue,Silverwolf,12,10,2,NPC 00; Player,NPC 00; Player
silverwolf_mountain_2950_03,mountain_2950_03,Silverwolf,2950,Silverwolf 2950,silverwolf,Silverwolf,Scene Dialogue,Silverwolf,1,1,1,Player,Player
